word,categories
could,"['verb', 'funct', 'auxverb', 'past', 'future', 'cogmech', 'discrep']"
could,"['verb', 'funct', 'auxverb', 'negate', 'cogmech', 'discrep']"
couldnt,"['verb', 'funct', 'auxverb', 'negate', 'cogmech', 'discrep']"
couldve,"['verb', 'funct', 'auxverb', 'past', 'future', 'cogmech', 'discrep']"
counc,"['social', 'work']"
couns,"['social', 'work']"
countr,"['relativ', 'space']"
couple,"['funct', 'quant']"
coupon,['money']
courag,"['affect', 'posemo']"
course,['work']
cousin,"['social', 'family']"
coverage,"['relativ', 'space']"
coworker,"['social', 'work']"
coz,"['cogmech', 'cause']"
cramp,"['bio', 'health']"
crap,"['affect', 'negemo', 'anger', 'bio', 'body', 'swear']"
crappy,"['affect', 'negemo', 'anger', 'swear']"
craz,"['affect', 'negemo', 'anx']"
cream,"['percept', 'see']"
create,"['affect', 'posemo', 'cogmech', 'cause', 'achieve']"
creati,"['affect', 'posemo', 'cogmech', 'cause', 'achieve']"
credential,['work']
credit,"['affect', 'posemo', 'work', 'money']"
cremat,['death']
cried,"['verb', 'past', 'affect', 'negemo', 'sad']"
cries,"['affect', 'negemo', 'sad']"
critical,"['affect', 'negemo', 'anger']"
critici,"['affect', 'negemo', 'anger']"
cross,"['motion', 'relativ']"
crotch,"['bio', 'body']"
crowd,['social']
crown,['achieve']
crucifi,['relig']
crude,"['affect', 'negemo', 'anger']"
cruel,"['affect', 'negemo', 'anger']"
cruis,"['motion', 'relativ', 'leisure']"
crusade,['relig']
crushed,"['affect', 'negemo', 'sad']"
cry,"['affect', 'negemo', 'sad']"
crying,"['affect', 'negemo', 'sad']"
crypt,['death']
cubicle,['work']
cuddl,"['bio', 'sexual']"
cultur,['social']
cunt,"['affect', 'negemo', 'anger', 'swear']"
curb,"['cogmech', 'inhib']"
curio,"['cogmech', 'insight']"
currenc,['money']
current,"['time', 'relativ']"
curricul,['work']
curtail,"['cogmech', 'inhib']"
curtain,['home']
customer,"['work', 'money']"
cut,"['affect', 'negemo', 'anger']"
cute,"['affect', 'posemo']"
cutie,"['affect', 'posemo']"
cuz,"['funct', 'conj', 'cogmech', 'cause']"
cv,['work']
cycle,"['time', 'relativ']"
cynic,"['affect', 'negemo', 'anger']"
cyst,"['bio', 'health']"
dad,"['social', 'family']"
dail,"['time', 'relativ']"
damag,"['affect', 'negemo', 'sad']"
damn,"['affect', 'negemo', 'anger', 'swear']"
danc,"['motion', 'relativ', 'leisure']"
dang,['swear']
danger,"['affect', 'negemo', 'anger']"
daring,"['affect', 'posemo']"
darlin,"['affect', 'posemo']"
darn,['swear']
date,"['time', 'relativ']"
dating,['social']
daughter,"['social', 'family']"
day,"['time', 'relativ']"
daze,"['affect', 'negemo']"
dead,['death']
deadline,['work']
deaf,"['bio', 'health', 'percept', 'hear']"
deal,['social']
dean,['work']
dear,"['affect', 'posemo']"
death,['death']
debit,['money']
debt,['money']
decade,"['time', 'relativ']"
decay,"['affect', 'negemo', 'time', 'relativ']"
decease,['death']
december,"['time', 'relativ']"
decid,"['cogmech', 'insight']"
decis,"['cogmech', 'insight']"
decongest,"['bio', 'health']"
decorat,['leisure']
deduc,"['cogmech', 'insight', 'cause']"
deep,"['space', 'relativ']"
defeat,"['affect', 'negemo', 'sad', 'achieve']"
defect,"['affect', 'negemo']"
defenc,"['affect', 'negemo', 'anger', 'cogmech', 'inhib']"
defens,"['affect', 'negemo', 'anger', 'cogmech', 'inhib']"
define,"['cogmech', 'insight']"
defined,"['cogmech', 'certain']"
defines,"['cogmech', 'insight']"
defining,"['cogmech', 'insight']"
definite,"['affect', 'posemo', 'cogmech', 'certain']"
definitely,"['funct', 'adverb', 'affect', 'posemo', 'cogmech', 'certain']"
definitive,"['cogmech', 'certain']"
degrad,"['affect', 'negemo']"
delay,"['cogmech', 'inhib', 'time', 'relativ']"
delectabl,"['percept', 'affect', 'posemo']"
delegat,['work']
delicate,"['affect', 'posemo']"
delicious,"['affect', 'posemo', 'percept']"
deligh,"['affect', 'posemo']"
deliver,"['motion', 'relativ']"
demise,['death']
demon,['relig']
demote,['work']
den,['home']
denia,"['cogmech', 'inhib']"
denie,"['cogmech', 'inhib']"
dense,"['space', 'relativ']"
densit,"['space', 'relativ']"
dentist,"['bio', 'health']"
deny,"['cogmech', 'inhib']"
deoder,['percept']
depart,"['motion', 'relativ']"
departed,"['motion', 'relativ']"
departing,"['motion', 'relativ']"
department,['work']
departs,"['motion', 'relativ']"
departure,"['motion', 'relativ']"
depend,"['cogmech', 'cause', 'tentat']"
depended,"['verb', 'past', 'cogmech', 'cause', 'tentat']"
depending,"['cogmech', 'cause', 'tentat']"
depends,"['verb', 'present', 'cogmech', 'cause', 'tentat']"
deposit,['money']
depress,"['affect', 'negemo', 'sad']"
depriv,"['affect', 'negemo', 'sad']"
dept,['work']
depth,"['space', 'relativ']"
derma,"['bio', 'health']"
describe,"['verb', 'present', 'social']"
described,"['verb', 'past', 'social']"
describes,"['verb', 'present', 'social']"
describing,['social']
desir,"['cogmech', 'discrep']"
desk,['work']
despair,"['affect', 'negemo', 'sad']"
desperat,"['affect', 'negemo', 'anx']"
despis,"['affect', 'negemo', 'anger']"
despite,"['funct', 'preps']"
dessert,"['bio', 'ingest']"
destroy,"['affect', 'negemo', 'anger']"
destruct,"['affect', 'negemo', 'anger']"
determina,"['affect', 'posemo', 'cogmech', 'insight', 'achieve']"
determine,"['cogmech', 'insight']"
determined,"['affect', 'posemo', 'cogmech', 'insight', 'achieve']"
determines,"['cogmech', 'insight']"
determining,"['cogmech', 'insight']"
detox,"['bio', 'health']"
devastat,"['affect', 'negemo', 'sad']"
devil,"['affect', 'negemo', 'relig']"
devot,"['affect', 'posemo']"
diabet,"['bio', 'health']"
diagnos,"['bio', 'health']"
diagonal,"['space', 'relativ']"
diaries,['leisure']
diarr,"['bio', 'health']"
diary,['leisure']
dick,"['bio', 'body', 'sexual', 'swear']"
dicks,"['bio', 'body', 'sexual', 'swear']"
did,"['verb', 'funct', 'auxverb', 'past']"
did,"['verb', 'funct', 'auxverb', 'past', 'negate']"
didnt,"['verb', 'funct', 'auxverb', 'past', 'negate']"
die,['death']
died,"['verb', 'past', 'death']"
dies,"['verb', 'present', 'death']"
diet,"['bio', 'ingest']"
difference,"['cogmech', 'funct', 'quant']"
differentiat,"['cogmech', 'insight']"
difficult,"['affect', 'negemo']"
digest,"['bio', 'health', 'ingest']"
digni,"['affect', 'posemo']"
diligen,['achieve']
dime,['money']
dinar,['money']
dine,"['ingest', 'bio']"
dined,"['bio', 'ingest']"
diner,"['bio', 'ingest']"
dinero,['money']
diners,"['bio', 'ingest']"
dines,"['bio', 'ingest']"
dining,"['bio', 'ingest']"
dinner,"['bio', 'ingest']"
diplom,['work']
directly,"['cogmech', 'certain']"
director,['work']
disadvantage,"['affect', 'negemo', 'sad']"
disagree,"['affect', 'negemo']"
disappear,"['motion', 'relativ']"
disappoint,"['affect', 'negemo', 'sad']"
disaster,"['affect', 'negemo']"
discern,"['cogmech', 'insight']"
disciplin,"['cogmech', 'inhib']"
disclo,"['social', 'cogmech', 'insight']"
discomfort,"['affect', 'negemo', 'anx']"
discount,['money']
discourag,"['affect', 'negemo', 'sad', 'cogmech', 'inhib']"
discover,"['cogmech', 'insight']"
discuss,['social']
disease,"['bio', 'health']"
disgust,"['affect', 'negemo', 'anger']"
dish,"['bio', 'ingest']"
dishearten,"['affect', 'negemo', 'sad']"
dishes,"['bio', 'ingest']"
dishwasher,['home']
disillusion,"['affect', 'negemo', 'sad']"
dislike,"['verb', 'present', 'affect', 'negemo']"
disliked,"['verb', 'past', 'affect', 'negemo']"
dislikes,"['verb', 'present', 'affect', 'negemo']"
disliking,"['affect', 'negemo']"
dismay,"['affect', 'negemo']"
disorient,"['cogmech', 'tentat']"
disregard,"['cogmech', 'inhib']"
dissatisf,"['affect', 'negemo', 'sad']"
dissertat,['work']
distan,"['space', 'relativ']"
distinct,"['cogmech', 'certain']"
distinguish,"['cogmech', 'insight']"
distract,"['affect', 'negemo', 'anx']"
distraught,"['affect', 'negemo', 'anx']"
distress,"['affect', 'negemo', 'anx']"
distrust,"['affect', 'negemo', 'anger']"
disturb,"['affect', 'negemo', 'anx']"
dividend,"['work', 'money']"
divin,"['affect', 'posemo', 'relig']"
divorc,['social']
dizz,"['bio', 'health']"
dj,['leisure']
do,"['verb', 'funct', 'auxverb', 'present']"
doa,['death']
doctor,"['bio', 'health', 'work']"
does,"['verb', 'funct', 'auxverb', 'present']"
does,"['verb', 'funct', 'auxverb', 'present', 'negate']"
doesnt,"['verb', 'funct', 'auxverb', 'present', 'negate']"
doghouse,['home']
doing,"['verb', 'funct', 'auxverb']"
dollar,['money']
domestic,['home']
domina,"['affect', 'negemo', 'anger', 'achieve']"
domote,['achieve']
do,"['verb', 'funct', 'auxverb', 'present', 'negate']"
donat,['money']
done,"['verb', 'funct', 'auxverb', 'past']"
dont,"['verb', 'funct', 'auxverb', 'present', 'negate']"
doom,"['affect', 'negemo', 'sad', 'relig']"
door,['home']
dork,"['affect', 'negemo']"
dorm,"['work', 'home']"
dosage,"['bio', 'health']"
dose,"['bio', 'health']"
dosing,"['bio', 'health']"
dotcom,['work']
doubl,"['funct', 'quant']"
doubt,"['affect', 'negemo', 'anx', 'cogmech', 'tentat']"
down,"['funct', 'preps', 'space', 'relativ']"
downsiz,['work']
downward,"['space', 'relativ']"
dozen,"['funct', 'number']"
dr,"['bio', 'health']"
drama,['leisure']
drank,"['verb', 'past', 'bio', 'ingest']"
drape,['home']
dread,"['affect', 'negemo', 'anx']"
dream,['leisure']
dresser,['home']
drie,"['percept', 'feel']"
drift,"['motion', 'relativ']"
drily,"['percept', 'feel']"
drink,"['bio', 'ingest', 'leisure']"
drive,"['motion', 'relativ']"
driven,"['verb', 'past', 'motion', 'relativ', 'achieve']"
drives,"['motion', 'relativ']"
driveway,['home']
driving,"['motion', 'relativ']"
drool,"['percept', 'bio', 'body']"
drop,['relativ']
dropout,"['work', 'achieve']"
drove,"['verb', 'past', 'motion', 'relativ']"
drown,['death']
drows,"['bio', 'health']"
drs,"['bio', 'health']"
drug,"['bio', 'health']"
drum,['leisure']
drumm,['leisure']
drums,['leisure']
drunk,"['bio', 'ingest', 'leisure']"
dry,"['percept', 'feel']"
dubious,"['cogmech', 'tentat']"
due,"['relativ', 'time']"
duh,['assent']
dull,"['affect', 'negemo', 'sad']"
dumb,"['affect', 'negemo', 'anger', 'swear']"
dump,"['affect', 'negemo', 'anger']"
dunno,"['cogmech', 'tentat']"
duplex,['home']
during,"['funct', 'preps', 'time', 'relativ']"
duti,"['cogmech', 'inhib', 'work']"
duty,"['cogmech', 'inhib', 'work']"
dvd,['leisure']
dwell,"['affect', 'negemo', 'anx']"
dx,"['bio', 'health']"
dying,['death']
dyke,"['bio', 'sexual', 'swear']"
dynam,"['affect', 'posemo']"
each,"['funct', 'quant', 'cogmech', 'incl']"
eager,"['affect', 'posemo']"
ear,"['percept', 'hear', 'bio', 'body']"
earli,"['time', 'relativ']"
early,"['time', 'relativ']"
earn,"['work', 'achieve']"
ears,"['percept', 'hear', 'bio', 'body']"
ease,"['affect', 'posemo']"
easie,"['affect', 'posemo']"
easily,"['affect', 'posemo']"
easiness,"['affect', 'posemo']"
easing,"['affect', 'posemo']"
east,"['space', 'relativ']"
easy,"['affect', 'posemo', 'leisure']"
eat,"['bio', 'ingest']"
eaten,"['verb', 'past', 'bio', 'ingest']"
eating,"['bio', 'ingest']"
eats,"['bio', 'ingest']"
econ,"['work', 'money']"
ecsta,"['affect', 'posemo']"
edge,"['space', 'relativ', 'percept', 'feel']"
edges,"['space', 'relativ', 'percept', 'feel']"
edging,"['space', 'relativ', 'percept', 'feel']"
edit,['work']
educat,['work']
effect,"['cogmech', 'insight', 'cause', 'achieve']"
efficien,"['affect', 'posemo', 'achieve']"
effort,['achieve']
egg,"['bio', 'ingest']"
egotis,"['affect', 'negemo']"
eight,"['funct', 'number']"
either,"['funct', 'quant', 'cogmech', 'excl']"
elbow,"['bio', 'body']"
elegan,"['affect', 'posemo']"
elementary,['work']
eleven,"['funct', 'number']"
elicit,"['cogmech', 'cause']"
elit,['achieve']
else,"['funct', 'quant']"
email,['social']
email,['social']
emailed,"['verb', 'past', 'social']"
emailer,['social']
emailing,['social']
emails,['social']
embalm,['death']
embarrass,"['affect', 'negemo', 'anx']"
embezzl,['money']
emotion,['affect']
emotional,"['affect', 'negemo', 'anx']"
emotions,['affect']
emphysem,"['bio', 'health']"
employ,['work']
empt,"['affect', 'negemo', 'sad', 'space', 'relativ']"
enabl,['achieve']
enclos,"['cogmech', 'inhib', 'space', 'relativ']"
encompass,"['space', 'relativ']"
encourag,"['social', 'affect', 'posemo']"
end,"['time', 'relativ']"
endeav,['achieve']
ended,"['verb', 'past', 'time', 'relativ']"
ending,"['time', 'relativ']"
ends,"['time', 'relativ']"
enema,"['bio', 'health']"
enemie,"['social', 'affect', 'negemo', 'anger']"
enemy,"['social', 'affect', 'negemo', 'anger']"
energ,"['affect', 'posemo']"
engag,"['affect', 'posemo']"
enjoy,"['affect', 'posemo']"
enlighten,"['cogmech', 'insight']"
enorm,"['space', 'relativ']"
enough,"['funct', 'quant']"
enrag,"['affect', 'negemo', 'anger']"
enter,"['motion', 'relativ']"
entered,"['verb', 'past', 'motion', 'relativ']"
entering,"['motion', 'relativ']"
enters,"['motion', 'relativ']"
entertain,"['affect', 'posemo', 'leisure']"
enthus,"['affect', 'posemo']"
entire,"['funct', 'quant', 'cogmech', 'certain']"
entrance,"['space', 'relativ']"
envie,"['affect', 'negemo', 'anger']"
envious,"['affect', 'negemo', 'anger']"
environment,"['space', 'relativ']"
envy,"['affect', 'negemo', 'anger']"
epidemic,['death']
episcopal,['relig']
equal,"['funct', 'quant']"
er,['nonfl']
era,"['time', 'relativ']"
erectile,"['bio', 'body', 'sexual']"
erection,"['bio', 'body', 'sexual']"
erotic,"['bio', 'sexual']"
esl,['work']
especially,"['funct', 'adverb']"
espresso,"['bio', 'ingest']"
essential,"['cogmech', 'certain']"
estrogen,"['bio', 'health']"
etc,"['funct', 'quant']"
etern,"['time', 'relativ']"
euro,['money']
euros,['money']
evaluat,"['cogmech', 'insight']"
evangel,['relig']
eve,"['time', 'relativ']"
even,"['funct', 'adverb']"
evening,"['time', 'relativ']"
event,"['relativ', 'time']"
eventually,"['funct', 'adverb', 'relativ', 'time']"
ever,"['funct', 'adverb', 'cogmech', 'certain', 'time', 'relativ']"
every,"['funct', 'quant', 'cogmech', 'certain']"
everybod,"['funct', 'pronoun', 'ipron', 'social', 'cogmech', 'certain']"
everyday,"['relativ', 'time']"
everyone,"['funct', 'pronoun', 'ipron', 'social']"
everything,"['funct', 'pronoun', 'ipron', 'social', 'cogmech', 'certain']"
everywhere,"['space', 'relativ']"
evident,"['cogmech', 'certain']"
evil,"['affect', 'negemo', 'anger']"
ex,"['social', 'family']"
exact,"['cogmech', 'certain']"
exam,['work']
examin,"['cogmech', 'insight']"
example,"['funct', 'quant']"
exams,['work']
exbf,"['social', 'friend']"
exboyfriend,"['social', 'friend']"
excel,"['affect', 'posemo', 'work', 'achieve']"
except,"['funct', 'preps', 'cogmech', 'excl']"
exchang,['money']
excit,"['affect', 'posemo']"
exclu,"['cogmech', 'excl']"
excruciat,"['affect', 'negemo']"
excus,['social']
execution,['death']
executive,['work']
exercis,"['bio', 'health', 'leisure']"
exes,"['social', 'family']"
exgf,"['social', 'friend']"
exgirl,"['social', 'friend']"
exhaust,"['affect', 'negemo', 'bio', 'health']"
exhubby,"['social', 'family']"
exhusband,"['social', 'family']"
exit,"['space', 'relativ']"
expect,"['cogmech', 'discrep']"
expel,['work']
expens,['money']
experienc,['percept']
experiment,"['cogmech', 'cause']"
explain,"['verb', 'present', 'social', 'cogmech', 'insight']"
explained,"['verb', 'past', 'social', 'cogmech', 'insight']"
explaining,"['social', 'cogmech', 'insight']"
explains,"['verb', 'present', 'social', 'cogmech', 'insight']"
explanat,"['cogmech', 'insight']"
explicit,"['cogmech', 'certain']"
explor,"['cogmech', 'insight', 'motion', 'relativ']"
express,['social']
expulsion,['work']
extent,"['funct', 'quant']"
exterior,"['space', 'relativ']"
exterminat,['death']
extra,"['funct', 'quant']"
extremely,"['funct', 'quant', 'cogmech', 'certain']"
exwife,"['social', 'family']"
exwive,"['social', 'family']"
eye,"['bio', 'body', 'percept', 'see']"
eying,"['percept', 'see']"
fab,"['affect', 'posemo']"
fabulous,"['affect', 'posemo']"
face,"['bio', 'body']"
faces,"['bio', 'body']"
facial,"['bio', 'body']"
fact,"['cogmech', 'certain']"
factories,['work']
factory,['work']
facts,"['cogmech', 'certain']"
factual,"['cogmech', 'certain']"
facult,['work']
fade,"['time', 'relativ']"
fading,"['time', 'relativ']"
fail,"['affect', 'negemo', 'sad', 'work', 'achieve']"
faint,"['bio', 'health']"
fairly,"['funct', 'quant', 'cogmech', 'tentat']"
faith,"['affect', 'posemo', 'relig']"
fake,"['affect', 'negemo']"
fall,"['motion', 'relativ']"
fallen,"['motion', 'relativ']"
falling,"['motion', 'relativ']"
falls,"['motion', 'relativ']"
families,"['social', 'family', 'leisure', 'home']"
family,"['social', 'family', 'leisure', 'home']"
fantasi,['leisure']
fantastic,"['affect', 'posemo']"
fantasy,['leisure']
far,"['space', 'relativ']"
farsighted,"['bio', 'health']"
farther,"['space', 'relativ']"
farthest,"['space', 'relativ']"
fast,"['time', 'relativ']"
faster,"['time', 'relativ']"
fastest,"['time', 'relativ']"
fat,"['bio', 'body', 'health', 'ingest']"
fatal,"['affect', 'negemo', 'death']"
father,"['social', 'family']"
fatigu,"['affect', 'negemo', 'sad', 'bio', 'health']"
fats,"['bio', 'health', 'ingest']"
fatt,"['bio', 'body', 'health', 'ingest']"
fault,"['affect', 'negemo']"
favor,"['affect', 'posemo']"
favour,"['affect', 'posemo']"
fax,['work']
fear,"['affect', 'negemo', 'anx']"
feared,"['affect', 'negemo', 'anx']"
fearful,"['affect', 'negemo', 'anx']"
fearing,"['affect', 'negemo', 'anx']"
fearless,"['affect', 'posemo']"
fears,"['affect', 'negemo', 'anx']"
february,"['time', 'relativ']"
fed,"['verb', 'past', 'bio', 'ingest']"
fee,['money']
feed,"['bio', 'ingest']"
feedback,['work']
feeder,"['bio', 'ingest']"
feeding,"['bio', 'ingest']"
feeds,"['bio', 'ingest']"
feel,"['verb', 'present', 'cogmech', 'insight', 'percept', 'feel']"
feeling,"['cogmech', 'insight', 'percept', 'feel']"
feels,"['verb', 'present', 'cogmech', 'insight', 'percept', 'feel']"
fees,['money']
feet,"['bio', 'body']"
fell,"['motion', 'relativ']"
fellow,"['social', 'friend']"
felt,"['verb', 'past', 'cogmech', 'insight', 'percept', 'feel']"
female,"['social', 'humans']"
fenc,"['cogmech', 'inhib']"
feroc,"['affect', 'negemo', 'anger']"
festiv,"['affect', 'posemo']"
fetid,['percept']
feud,"['social', 'affect', 'negemo', 'anger']"
fever,"['bio', 'health']"
few,"['funct', 'quant']"
fiance,"['social', 'friend']"
fiery,"['affect', 'negemo', 'anger']"
fiesta,"['affect', 'posemo']"
fift,"['funct', 'number']"
fight,"['social', 'affect', 'negemo', 'anger']"
figur,"['cogmech', 'insight']"
fill,"['relativ', 'motion']"
film,['leisure']
final,"['relativ', 'time']"
finaliz,"['work', 'achieve']"
finally,"['relativ', 'time']"
finals,['work']
financ,"['work', 'money']"
find,"['cogmech', 'insight']"
fine,"['affect', 'posemo']"
finger,"['bio', 'body', 'percept', 'feel']"
finish,"['time', 'relativ']"
fire,"['percept', 'feel']"
fired,"['affect', 'negemo', 'work']"
fireplace,['home']
firing,['work']
first,"['funct', 'number', 'time', 'relativ', 'achieve']"
firstly,"['funct', 'number', 'time', 'relativ']"
firsts,"['funct', 'number', 'time', 'relativ', 'achieve']"
fishing,['leisure']
fit,"['relativ', 'space']"
fitness,['leisure']
five,"['funct', 'number']"
fizz,"['percept', 'hear']"
flatscreen,['leisure']
flatter,"['social', 'affect', 'posemo']"
flavor,['percept']
flavour,['percept']
flawless,"['affect', 'posemo']"
fled,"['verb', 'past', 'motion', 'relativ']"
flee,"['motion', 'relativ']"
flesh,"['bio', 'body']"
flew,"['verb', 'past', 'motion', 'relativ']"
flexib,"['affect', 'posemo', 'percept', 'feel']"
flies,"['motion', 'relativ']"
flirt,"['affect', 'posemo']"
floor,"['space', 'relativ']"
flow,"['motion', 'relativ']"
flu,"['bio', 'health']"
flunk,"['affect', 'negemo', 'sad']"
fly,"['motion', 'relativ']"
flying,"['motion', 'relativ']"
foe,"['affect', 'negemo', 'anger']"
folks,"['social', 'family']"
follow,"['verb', 'present', 'motion', 'relativ']"
followed,"['verb', 'past', 'motion', 'relativ']"
following,"['motion', 'relativ']"
follows,"['verb', 'present', 'motion', 'relativ']"
followup,"['time', 'relativ']"
fond,"['affect', 'posemo']"
fondly,"['affect', 'posemo']"
fondness,"['affect', 'posemo']"
food,"['bio', 'ingest']"
fool,"['affect', 'negemo']"
foot,"['bio', 'body']"
football,['leisure']
for,"['funct', 'preps']"
forbid,"['affect', 'negemo', 'cogmech', 'inhib']"
force,"['cogmech', 'cause']"
forearm,"['bio', 'body']"
forehead,"['bio', 'body']"
foreplay,"['bio', 'sexual']"
forever,"['cogmech', 'certain', 'time', 'relativ']"
forgave,"['social', 'affect', 'posemo', 'cogmech', 'insight']"
forget,"['cogmech', 'inhib']"
forgiv,"['social', 'affect', 'posemo', 'cogmech', 'insight']"
forgot,"['cogmech', 'inhib', 'verb', 'past']"
form,"['funct', 'quant']"
former,"['time', 'relativ']"
fortune,['money']
forward,"['motion', 'relativ', 'space', 'time']"
fought,"['verb', 'past', 'social', 'affect', 'negemo', 'anger']"
found,"['verb', 'past', 'cogmech', 'insight']"
foundation,"['cogmech', 'cause']"
founded,"['cogmech', 'cause', 'achieve']"
founder,"['cogmech', 'cause', 'achieve']"
founding,['achieve']
four,"['funct', 'number']"
fragil,"['percept', 'feel']"
fragran,['percept']
franc,['money']
franchis,"['work', 'money']"
francs,['money']
frankly,"['cogmech', 'certain']"
frantic,"['affect', 'negemo', 'anx']"
frat,['work']
fratern,['work']
freak,"['affect', 'negemo']"
free,"['affect', 'posemo', 'money']"
freeb,"['affect', 'posemo', 'money']"
freed,"['affect', 'posemo']"
freeing,"['affect', 'posemo']"
freely,"['affect', 'posemo']"
freeness,"['affect', 'posemo']"
freer,"['affect', 'posemo']"
frees,"['affect', 'posemo']"
freez,"['percept', 'feel']"
frequent,"['time', 'relativ']"
frequented,"['time', 'relativ']"
frequenting,"['time', 'relativ']"
frequently,"['funct', 'adverb', 'time', 'relativ']"
frequents,"['time', 'relativ']"
freshm,['work']
friday,"['time', 'relativ']"
fridge,['home']
friend,"['social', 'friend', 'affect', 'posemo']"
fries,"['bio', 'ingest']"
fright,"['affect', 'negemo', 'anx']"
frisbee,['leisure']
from,"['funct', 'preps']"
front,"['relativ', 'motion']"
froze,"['percept', 'feel']"
fruit,"['bio', 'ingest', 'percept']"
frustrat,"['affect', 'negemo', 'anger']"
fry,"['bio', 'ingest']"
fuck,"['verb', 'present', 'affect', 'negemo', 'anger', 'bio', 'sexual', 'swear']"
fucked,"['verb', 'past', 'affect', 'negemo', 'anger', 'bio', 'sexual', 'swear']"
fucker,"['affect', 'negemo', 'anger', 'bio', 'sexual', 'swear']"
fuckin,"['affect', 'negemo', 'anger', 'bio', 'sexual', 'swear']"
fucks,"['verb', 'present', 'affect', 'negemo', 'anger', 'bio', 'sexual', 'swear']"
fulfill,['achieve']
full,"['funct', 'quant', 'space', 'relativ']"
fume,"['affect', 'negemo', 'anger']"
fuming,"['affect', 'negemo', 'anger']"
fun,"['affect', 'posemo']"
fund,['money']
fundamental,"['cogmech', 'certain']"
fundamentalis,"['cogmech', 'certain', 'relig']"
fundamentally,"['cogmech', 'certain']"
fundamentals,"['cogmech', 'certain']"
funded,['money']
funding,['money']
funds,['money']
funer,['death']
funn,"['affect', 'posemo']"
furious,"['affect', 'negemo', 'anger']"
furniture,['home']
further,"['space', 'relativ']"
fury,"['affect', 'negemo', 'anger']"
futon,['home']
futur,"['time', 'relativ']"
fuzz,"['cogmech', 'tentat', 'percept', 'feel']"
gain,['achieve']
gambl,['money']
game,"['social', 'leisure']"
gaming,['leisure']
garage,"['leisure', 'home']"
garden,"['leisure', 'home']"
gate,['home']
gather,['social']
gave,"['verb', 'past', 'social']"
gay,"['bio', 'sexual']"
gays,"['bio', 'sexual']"
gaz,"['percept', 'see']"
geek,"['affect', 'negemo']"
general,['cogmech']
generally,"['funct', 'adverb', 'cogmech', 'tentat']"
generate,"['cogmech', 'cause']"
generating,"['cogmech', 'cause']"
generation,"['time', 'relativ']"
generator,"['cogmech', 'cause']"
genero,"['affect', 'posemo']"
genital,"['bio', 'body', 'sexual']"
genocid,['death']
gentile,['relig']
gentle,"['affect', 'posemo']"
gentlem,"['social', 'humans']"
gentler,"['affect', 'posemo']"
gentlest,"['affect', 'posemo']"
gently,"['affect', 'posemo']"
get,"['verb', 'present']"
gets,"['verb', 'present']"
gf,"['social', 'friend']"
ghost,['death']
giant,"['space', 'relativ']"
gigantic,"['space', 'relativ']"
giggl,"['affect', 'posemo']"
ginormous,"['space', 'relativ']"
girl,"['social', 'humans']"
girl,"['social', 'humans']"
girlfriend,"['social', 'friend']"
girls,"['social', 'humans']"
give,"['verb', 'present', 'social']"
given,"['verb', 'past']"
giver,"['social', 'affect', 'posemo']"
gives,"['verb', 'present', 'social']"
giving,"['social', 'affect', 'posemo']"
glad,"['affect', 'posemo']"
gladly,"['affect', 'posemo']"
glamor,"['affect', 'posemo']"
glamour,"['affect', 'posemo']"
glanc,"['percept', 'see']"
gland,"['bio', 'health']"
glaucoma,"['bio', 'health']"
global,"['space', 'relativ']"
gloom,"['affect', 'negemo', 'sad']"
glori,"['affect', 'posemo']"
glory,"['affect', 'posemo']"
glow,"['percept', 'see']"
glutton,"['bio', 'ingest']"
gmat,['work']
go,"['verb', 'present', 'motion', 'relativ']"
goal,"['work', 'achieve']"
gobble,"['bio', 'ingest']"
gobbling,"['bio', 'ingest']"
god,['relig']
god,['relig']
goddam,"['affect', 'negemo', 'anger', 'swear']"
goes,"['verb', 'present', 'motion', 'relativ']"
going,"['motion', 'relativ']"
golf,['leisure']
gone,"['verb', 'past', 'motion', 'relativ']"
gon,"['verb', 'auxverb', 'future']"
gonorrhea,"['bio', 'sexual']"
gonorrhoea,"['bio', 'sexual']"
good,"['affect', 'posemo']"
goodness,"['affect', 'posemo']"
goosebump,"['bio', 'body']"
gorgeous,"['affect', 'posemo']"
gospel,['relig']
gossip,"['social', 'affect', 'negemo']"
got,"['verb', 'past']"
got,"['verb', 'auxverb', 'future']"
gotten,"['verb', 'past']"
gov,['work']
govern,['work']
gpa,['work']
grab,"['percept', 'feel']"
grace,"['affect', 'posemo']"
graced,"['affect', 'posemo']"
graceful,"['affect', 'posemo']"
graces,"['affect', 'posemo']"
graci,"['affect', 'posemo']"
grad,['work']
grade,['work']
grading,['work']
graduat,['work']
grand,"['affect', 'posemo']"
grandchil,"['social', 'family']"
granddad,"['social', 'family']"
granddau,"['social', 'family']"
grande,"['affect', 'posemo']"
grandf,"['social', 'family']"
grandkid,"['social', 'family']"
grandm,"['social', 'family']"
grandpa,"['social', 'family']"
grandson,"['social', 'family']"
granny,"['social', 'family']"
grasp,"['cogmech', 'insight']"
gratef,"['affect', 'posemo']"
grati,"['affect', 'posemo']"
grave,"['affect', 'negemo', 'sad', 'death']"
gray,"['percept', 'see']"
gre,['work']
greas,['percept']
great,"['affect', 'posemo']"
greater,"['funct', 'quant']"
greatest,"['funct', 'quant']"
greed,"['affect', 'negemo', 'anger', 'money']"
green,"['percept', 'see']"
grew,"['relativ', 'motion']"
