word,categories
grey,"['percept', 'see']"
grief,"['affect', 'negemo', 'sad', 'death']"
griev,"['affect', 'negemo', 'sad', 'death']"
grim,"['affect', 'negemo', 'sad']"
grin,"['affect', 'posemo']"
grinn,"['affect', 'posemo']"
grins,"['affect', 'posemo']"
grip,"['percept', 'feel']"
gripp,"['percept', 'feel']"
grips,"['percept', 'feel']"
grocer,"['bio', 'ingest']"
gross,"['affect', 'negemo']"
grouch,"['affect', 'negemo', 'anger']"
ground,"['space', 'relativ']"
group,['social']
grow,"['relativ', 'motion']"
growing,"['relativ', 'motion']"
grown,"['relativ', 'motion']"
grownup,"['social', 'humans']"
growth,"['relativ', 'motion']"
grr,"['affect', 'negemo', 'anger']"
grudge,['social']
guarant,"['cogmech', 'certain']"
guard,"['cogmech', 'inhib']"
guess,"['verb', 'present', 'cogmech', 'tentat']"
guessed,"['verb', 'past', 'cogmech', 'tentat']"
guesses,"['verb', 'present', 'cogmech', 'tentat']"
guessing,"['cogmech', 'tentat']"
guest,"['social', 'friend']"
guilt,"['affect', 'negemo', 'anx']"
guitar,['leisure']
gulp,"['bio', 'ingest']"
gums,"['bio', 'body']"
gut,"['bio', 'body']"
guts,"['bio', 'body']"
guy,"['social', 'humans']"
gym,['leisure']
gynaecolog,"['bio', 'health']"
gynecolog,"['bio', 'health']"
gyno,"['bio', 'health']"
ha,"['affect', 'posemo', 'assent']"
had,"['verb', 'funct', 'auxverb', 'past']"
had,"['verb', 'funct', 'auxverb', 'past', 'negate']"
hadnt,"['verb', 'funct', 'auxverb', 'past', 'negate']"
hah,['assent']
haha,"['affect', 'posemo', 'assent']"
hair,"['bio', 'body', 'percept', 'feel']"
half,"['funct', 'number']"
halfass,"['cogmech', 'tentat']"
hall,"['relativ', 'space']"
hallucinat,"['bio', 'health']"
halt,"['cogmech', 'inhib']"
hamstring,"['bio', 'body']"
hand,"['bio', 'body', 'percept', 'feel']"
handful,"['percept', 'feel']"
hands,"['bio', 'body', 'percept', 'feel']"
handsom,"['affect', 'posemo']"
hang,"['relativ', 'motion']"
hangin,['leisure']
hangout,['leisure']
hangover,"['bio', 'health']"
hangup,"['cogmech', 'inhib']"
happen,"['verb', 'present']"
happened,"['verb', 'past']"
happening,"['relativ', 'time']"
happens,"['verb', 'present']"
happi,"['affect', 'posemo']"
happy,"['affect', 'posemo']"
harass,"['affect', 'negemo', 'anger']"
hard,"['percept', 'feel']"
harde,"['percept', 'feel']"
hardly,"['cogmech', 'tentat']"
hardwork,['work']
harm,"['affect', 'negemo']"
harmed,"['affect', 'negemo']"
harmful,"['affect', 'negemo']"
harming,"['affect', 'negemo']"
harmless,"['affect', 'posemo']"
harmon,"['affect', 'posemo', 'percept', 'hear']"
harms,"['affect', 'negemo']"
harness,"['cogmech', 'inhib']"
has,"['verb', 'funct', 'auxverb', 'present']"
has,"['verb', 'funct', 'auxverb', 'present', 'negate']"
hasnt,"['verb', 'funct', 'auxverb', 'present', 'negate']"
hate,"['verb', 'present', 'affect', 'negemo', 'anger']"
hated,"['verb', 'past', 'affect', 'negemo', 'anger']"
hateful,"['affect', 'negemo', 'anger']"
hater,"['affect', 'negemo', 'anger']"
hates,"['verb', 'present', 'affect', 'negemo', 'anger']"
hating,"['affect', 'negemo', 'anger']"
hatred,"['affect', 'negemo', 'anger']"
have,"['verb', 'funct', 'auxverb', 'present']"
have,"['verb', 'funct', 'auxverb', 'present', 'negate']"
havent,"['verb', 'funct', 'auxverb', 'present', 'negate']"
having,"['verb', 'funct', 'auxverb']"
hazie,"['cogmech', 'tentat']"
hazy,"['affect', 'cogmech', 'tentat']"
he,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
he,"['funct', 'pronoun', 'ppron', 'shehe', 'verb', 'auxverb', 'social']"
he,"['verb', 'auxverb', 'future', 'social']"
he,"['funct', 'pronoun', 'ppron', 'shehe', 'verb', 'auxverb', 'present', 'social']"
head,"['bio', 'body']"
headache,"['bio', 'health']"
headed,"['motion', 'relativ']"
headhunter,['work']
heading,"['motion', 'relativ']"
heads,"['bio', 'body']"
heal,"['bio', 'health']"
healed,"['bio', 'health']"
healer,"['bio', 'health']"
healing,"['bio', 'health']"
heals,"['bio', 'health']"
health,"['bio', 'health']"
hear,"['verb', 'present', 'social', 'percept', 'hear']"
heard,"['verb', 'past', 'social', 'percept', 'hear']"
hearing,"['social', 'percept', 'hear']"
hears,"['verb', 'present', 'social', 'percept', 'hear']"
hearse,['death']
heart,"['bio', 'body']"
heartbreak,"['affect', 'negemo', 'sad']"
heartbroke,"['affect', 'negemo', 'sad']"
heartburn,"['bio', 'health']"
heartfelt,"['affect', 'posemo']"
heartless,"['affect', 'negemo', 'anger']"
hearts,"['bio', 'body']"
heartwarm,"['affect', 'posemo']"
heaven,"['affect', 'posemo', 'relig']"
heavie,"['percept', 'feel']"
heavy,"['percept', 'feel']"
heck,['swear']
hed,"['funct', 'pronoun', 'ppron', 'shehe', 'verb', 'auxverb', 'social']"
heel,"['bio', 'body']"
heh,"['affect', 'posemo', 'assent']"
height,"['space', 'relativ']"
held,"['verb', 'past', 'cogmech', 'inhib']"
hell,"['affect', 'negemo', 'anger', 'relig', 'swear']"
hellish,"['affect', 'negemo', 'anger', 'relig']"
hello,['social']
hells,['relig']
help,['social']
helped,"['verb', 'past']"
helper,"['social', 'affect', 'posemo']"
helpful,"['social', 'affect', 'posemo']"
helping,"['social', 'affect', 'posemo']"
helpings,"['bio', 'ingest']"
helpless,"['affect', 'negemo', 'sad']"
helps,"['verb', 'present', 'social', 'affect', 'posemo']"
hemor,"['bio', 'health']"
hence,"['cogmech', 'cause']"
her,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
here,"['funct', 'adverb']"
here,"['verb', 'funct', 'auxverb', 'present', 'adverb']"
heres,"['verb', 'funct', 'auxverb', 'present', 'adverb']"
hero,"['affect', 'posemo', 'achieve']"
herpes,"['bio', 'health']"
hers,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
herself,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
hes,"['funct', 'pronoun', 'ppron', 'shehe', 'verb', 'auxverb', 'present', 'social']"
hesita,"['affect', 'negemo', 'anx', 'cogmech', 'tentat', 'inhib']"
hey,['social']
hi,['social']
hiccup,"['bio', 'health']"
high,"['space', 'relativ']"
highe,"['space', 'relativ']"
highly,"['funct', 'quant']"
highschool,['work']
hik,"['motion', 'relativ', 'leisure']"
hilarious,"['affect', 'posemo']"
him,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
himself,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
hindu,['relig']
hip,"['bio', 'body']"
hiphop,['leisure']
hips,"['bio', 'body']"
hire,['work']
hiring,['work']
his,"['funct', 'pronoun', 'ppron', 'shehe', 'social']"
histor,"['time', 'relativ']"
hit,"['affect', 'negemo', 'anger']"
hiv,"['bio', 'health', 'sexual']"
hm,"['assent', 'nonfl']"
ho,"['bio', 'sexual']"
hobb,['leisure']
hockey,['leisure']
hoho,"['affect', 'posemo']"
hold,"['cogmech', 'inhib']"
holiday,['leisure']
holie,['relig']
holocaust,['death']
holy,['relig']
home,['home']
homes,['home']
homesick,"['affect', 'negemo', 'sad', 'home']"
homework,"['work', 'home']"
homo,"['bio', 'sexual', 'swear']"
homocid,['death']
homos,"['bio', 'sexual']"
homosexual,"['bio', 'sexual']"
honest,"['affect', 'posemo']"
honey,"['social', 'friend', 'percept']"
honor,"['affect', 'posemo', 'achieve']"
honour,"['affect', 'posemo', 'achieve']"
hope,"['verb', 'present', 'affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hoped,"['verb', 'past', 'affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hopeful,"['affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hopefully,"['funct', 'adverb', 'affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hopefulness,"['affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hopeless,"['affect', 'negemo', 'sad']"
hopes,"['verb', 'present', 'affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
hoping,"['affect', 'posemo', 'cogmech', 'discrep', 'tentat']"
horizontal,"['space', 'relativ']"
hormone,"['bio', 'health']"
hornie,"['bio', 'body', 'sexual']"
horny,"['bio', 'body', 'sexual']"
horr,"['affect', 'negemo', 'anx']"
horseback,['leisure']
hospital,"['bio', 'health']"
hostil,"['affect', 'negemo', 'anger']"
hot,"['percept', 'feel']"
hotel,['leisure']
hott,"['percept', 'feel']"
hour,"['time', 'relativ']"
house,['home']
housing,['home']
how,"['funct', 'adverb', 'conj', 'cogmech', 'cause']"
how,"['verb', 'present', 'cogmech', 'cause']"
however,"['funct', 'adverb', 'conj']"
hows,"['verb', 'present', 'cogmech', 'cause']"
hubby,"['social', 'family']"
hug,"['affect', 'bio', 'sexual', 'posemo']"
huge,"['space', 'relativ']"
hugg,"['affect', 'posemo', 'bio', 'sexual']"
hugs,"['affect', 'posemo', 'bio', 'sexual']"
huh,['assent']
human,"['social', 'humans']"
humiliat,"['affect', 'negemo', 'anx', 'anger']"
humor,"['affect', 'posemo']"
humour,"['affect', 'posemo']"
hump,"['bio', 'sexual']"
hundred,"['funct', 'number']"
hunger,"['bio', 'ingest']"
hungover,"['bio', 'health']"
hungr,"['bio', 'ingest']"
hunting,['leisure']
hurra,"['affect', 'posemo']"
hurrie,"['time', 'relativ']"
hurry,"['time', 'relativ']"
hurt,"['affect', 'negemo', 'sad']"
husband,"['social', 'family']"
hush,"['percept', 'hear']"
hymn,['relig']
hyperten,"['bio', 'health']"
hypotherm,"['bio', 'health']"
hypothes,"['cogmech', 'tentat']"
hypothetic,"['cogmech', 'tentat']"
i,"['funct', 'pronoun', 'ppron', 'i']"
i,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb']"
i,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb', 'future']"
i,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb', 'present']"
i,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb', 'present']"
ibuprofen,"['bio', 'health']"
icu,"['bio', 'health']"
id,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb']"
idea,"['cogmech', 'insight']"
ideal,"['affect', 'posemo', 'cogmech', 'discrep', 'achieve']"
ideas,"['cogmech', 'insight']"
identif,"['cogmech', 'insight']"
idiot,"['affect', 'negemo', 'anger']"
idon'tknow,['filler']
idontknow,['filler']
if,"['funct', 'conj', 'cogmech', 'discrep', 'tentat', 'excl']"
ignit,"['cogmech', 'cause']"
ignor,"['affect', 'negemo', 'cogmech', 'inhib']"
ill,"['bio', 'health']"
illness,"['bio', 'health']"
im,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb', 'present']"
image,"['percept', 'see']"
imagin,"['cogmech', 'insight']"
imean,['filler']
immediate,"['time', 'relativ']"
immediately,"['funct', 'adverb', 'time', 'relativ']"
immediateness,"['time', 'relativ']"
immoral,"['affect', 'negemo', 'relig']"
immortal,"['time', 'relativ', 'relig', 'death']"
immun,"['bio', 'health']"
impatien,"['affect', 'negemo', 'anx']"
impersonal,"['affect', 'negemo']"
implica,"['cogmech', 'cause']"
implicit,"['cogmech', 'certain']"
implie,"['cogmech', 'cause']"
imply,"['cogmech', 'cause']"
impolite,"['affect', 'negemo']"
importan,"['achieve', 'affect', 'posemo']"
impossib,"['cogmech', 'discrep']"
impress,"['affect', 'posemo']"
improve,"['affect', 'posemo', 'achieve']"
improving,"['affect', 'posemo', 'achieve']"
in,"['funct', 'preps', 'space', 'relativ']"
inact,"['cogmech', 'cause']"
inadequa,"['affect', 'negemo', 'anx', 'sad', 'cogmech', 'discrep', 'achieve']"
inaudibl,"['percept', 'hear']"
inc,['work']
incapab,['achieve']
incentive,"['achieve', 'affect', 'posemo']"
incest,"['bio', 'sexual']"
inch,"['space', 'relativ']"
inciden,"['relativ', 'time']"
inclu,"['cogmech', 'incl']"
income,"['work', 'money']"
incompeten,['achieve']
incomplet,"['cogmech', 'tentat']"
incorp,['work']
increas,"['relativ', 'motion', 'quant']"
indecis,"['affect', 'negemo', 'anx', 'cogmech', 'tentat']"
indeed,"['cogmech', 'certain']"
indefinit,"['cogmech', 'tentat']"
independ,"['cogmech', 'cause']"
indetermin,"['cogmech', 'tentat']"
indigestion,"['bio', 'health']"
indirect,"['cogmech', 'tentat']"
individual,"['social', 'humans']"
induc,"['cogmech', 'insight', 'cause']"
industr,['work']
ineffect,"['affect', 'negemo', 'achieve']"
inevitab,"['cogmech', 'certain']"
inexpens,['money']
infallib,"['cogmech', 'certain']"
infant,"['social', 'humans']"
infant,"['social', 'humans']"
infants,"['social', 'humans']"
infect,"['bio', 'health']"
infer,"['cogmech', 'insight', 'cause']"
inferior,"['affect', 'negemo', 'sad']"
inferr,"['cogmech', 'insight', 'cause']"
infers,"['cogmech', 'insight', 'cause']"
infinit,"['funct', 'number', 'time', 'relativ']"
inflam,"['bio', 'health']"
influenc,"['cogmech', 'cause']"
info,"['cogmech', 'insight']"
inform,"['social', 'cogmech', 'insight']"
information,"['cogmech', 'insight']"
informative,"['cogmech', 'insight']"
informed,"['cogmech', 'insight']"
informing,"['cogmech', 'insight']"
informs,"['social', 'cogmech', 'insight']"
ingest,"['bio', 'health', 'ingest']"
inhal,['percept']
inherit,['money']
inhib,"['affect', 'negemo', 'anx', 'cogmech', 'inhib']"
initial,"['time', 'relativ']"
initiat,"['time', 'relativ', 'achieve']"
injur,"['bio', 'health']"
inn,['leisure']
inner,"['space', 'relativ']"
innocen,"['affect', 'posemo']"
inns,['leisure']
inquir,"['cogmech', 'insight']"
insecur,"['affect', 'negemo', 'anx']"
inside,"['funct', 'preps', 'cogmech', 'incl', 'space', 'relativ']"
insides,"['funct', 'preps', 'space', 'relativ']"
insight,"['cogmech', 'insight']"
insincer,"['affect', 'negemo']"
insomnia,"['bio', 'health']"
inspir,"['affect', 'posemo', 'cogmech', 'insight']"
instan,"['time', 'relativ']"
instead,"['funct', 'adverb']"
instruct,['work']
insulin,"['bio', 'health']"
insult,"['social', 'affect', 'negemo', 'anger']"
insurance,['money']
intell,"['affect', 'posemo']"
intend,"['cogmech', 'cause']"
intent,"['cogmech', 'cause']"
interact,['social']
interest,"['affect', 'posemo']"
interfer,"['cogmech', 'inhib']"
interior,"['space', 'relativ']"
internal,"['relativ', 'space']"
internation,"['relativ', 'space']"
interpret,"['cogmech', 'insight']"
interrup,"['social', 'affect', 'negemo', 'anger']"
intersect,"['space', 'relativ']"
interval,"['time', 'relativ']"
interview,"['social', 'work']"
intestin,"['bio', 'body']"
intimidat,"['affect', 'negemo', 'anger']"
into,"['funct', 'preps', 'cogmech', 'incl', 'space', 'relativ']"
intox,"['bio', 'health']"
intramural,['leisure']
invariab,"['cogmech', 'certain']"
inventory,['work']
invest,['money']
invigor,"['affect', 'posemo']"
involv,['social']
ipod,['leisure']
irrational,"['affect', 'negemo', 'anx', 'cogmech']"
irrefu,"['cogmech', 'certain']"
irresponsible,['achieve']
irrita,"['affect', 'negemo', 'anx']"
irs,['money']
is,"['verb', 'funct', 'auxverb', 'present']"
islam,['relig']
is,"['verb', 'funct', 'auxverb', 'present', 'negate']"
isnt,"['verb', 'funct', 'auxverb', 'present', 'negate']"
isolat,"['affect', 'negemo', 'sad']"
issue,['cogmech']
it,"['funct', 'pronoun', 'ipron']"
it,"['funct', 'pronoun', 'ipron', 'verb', 'auxverb']"
it,"['funct', 'pronoun', 'ipron', 'verb', 'auxverb', 'future']"
it,"['funct', 'pronoun', 'ipron', 'verb', 'auxverb', 'present']"
itch,"['bio', 'body', 'health']"
itd,"['funct', 'pronoun', 'ipron', 'verb', 'auxverb']"
item,"['funct', 'quant']"
itll,"['funct', 'pronoun', 'ipron', 'verb', 'auxverb', 'future']"
its,"['funct', 'pronoun', 'ipron']"
itself,"['funct', 'pronoun', 'ipron']"
iv,"['bio', 'health']"
ive,"['funct', 'pronoun', 'ppron', 'i', 'verb', 'auxverb', 'present']"
jackpot,['money']
jaded,"['affect', 'negemo']"
january,"['time', 'relativ']"
jaw,"['bio', 'body']"
jazz,['leisure']
jd,['work']
jealous,"['affect', 'negemo', 'anger']"
jeez,['swear']
jerk,"['affect', 'negemo', 'anger']"
jerked,"['affect', 'negemo', 'anger']"
jerks,"['affect', 'negemo', 'anger']"
jesuit,['relig']
jesus,['relig']
jew,['relig']
jewish,['relig']
jews,['relig']
jihad,['relig']
jissom,"['bio', 'sexual']"
jizz,"['bio', 'sexual']"
job,['work']
jog,"['motion', 'relativ', 'leisure']"
joints,"['bio', 'body']"
joke,"['affect', 'posemo', 'leisure']"
joking,"['affect', 'posemo', 'leisure']"
joll,"['affect', 'posemo']"
journey,"['relativ', 'motion']"
joy,"['affect', 'posemo']"
juda,['relig']
july,"['time', 'relativ']"
jump,"['motion', 'relativ']"
june,"['time', 'relativ']"
junior,['work']
just,"['funct', 'adverb', 'cogmech', 'excl']"
justif,"['cogmech', 'insight', 'cause']"
karaoke,['leisure']
karma,['relig']
keen,"['affect', 'posemo']"
keep,"['verb', 'present', 'cogmech', 'inhib']"
keeping,"['cogmech', 'inhib']"
keeps,"['verb', 'present', 'cogmech', 'inhib']"
keg,['leisure']
kegger,['leisure']
keggers,['leisure']
kegs,['leisure']
kept,"['verb', 'past', 'cogmech', 'inhib']"
keyboard,['work']
kid,"['social', 'humans']"
kid,"['social', 'humans']"
kidding,"['social', 'affect', 'posemo']"
kidney,"['bio', 'body']"
kids,"['social', 'humans']"
kill,"['affect', 'negemo', 'anger', 'death']"
kilometer,"['space', 'relativ']"
kin,"['social', 'family']"
kind,"['cogmech', 'affect', 'tentat', 'posemo']"
kinda,"['cogmech', 'tentat']"
kinderg,['work']
kindly,"['affect', 'posemo']"
kindn,"['affect', 'posemo']"
kindof,"['cogmech', 'tentat']"
king,['achieve']
kippur,['relig']
kiss,"['affect', 'posemo', 'bio', 'sexual']"
kitchen,"['bio', 'ingest', 'home']"
km,"['space', 'relativ']"
knee,"['bio', 'body']"
knew,"['verb', 'past', 'cogmech', 'insight']"
know,"['verb', 'present', 'cogmech', 'insight']"
knowab,"['cogmech', 'insight']"
knower,"['cogmech', 'insight']"
knowing,"['cogmech', 'insight']"
knowledg,"['cogmech', 'insight']"
known,"['cogmech', 'insight']"
knows,"['verb', 'present', 'cogmech', 'insight']"
knuckle,"['bio', 'body']"
kopek,['money']
koran,['relig']
kosher,['relig']
krishna,['relig']
krisna,['relig']
kron,['money']
labor,['work']
labour,['work']
lack,"['funct', 'quant', 'cogmech', 'discrep']"
ladies,"['social', 'humans']"
lady,"['social', 'humans']"
lady,"['social', 'humans']"
laidback,"['affect', 'posemo', 'leisure']"
laidoff,['work']
lame,"['affect', 'negemo', 'sad']"
land,"['space', 'relativ']"
landlord,['home']
language,['social']
laptop,['work']
large,"['space', 'relativ']"
last,"['time', 'relativ']"
late,"['time', 'relativ']"
lately,"['funct', 'adverb', 'time', 'relativ']"
later,"['time', 'relativ']"
latest,"['time', 'relativ']"
laugh,"['affect', 'posemo']"
launch,"['cogmech', 'cause']"
law,"['cogmech', 'certain']"
lawn,['home']
lawyer,['work']
layoff,['work']
lazie,"['achieve', 'affect', 'negemo']"
lazy,"['achieve', 'affect', 'negemo']"
lead,"['cogmech', 'cause', 'motion', 'relativ', 'work', 'achieve']"
learn,"['cogmech', 'insight', 'work']"
lease,"['home', 'money']"
leasing,"['home', 'money']"
least,"['funct', 'quant']"
leather,"['percept', 'feel']"
leave,"['motion', 'relativ']"
leaves,"['motion', 'relativ']"
leaving,"['motion', 'relativ']"
lectur,['work']
led,"['cogmech', 'cause', 'motion', 'relativ']"
ledge,"['space', 'relativ']"
ledging,"['space', 'relativ']"
left,"['relativ', 'space']"
leg,"['bio', 'body']"
legal,['work']
legs,"['bio', 'body']"
lesbian,"['bio', 'sexual']"
less,"['funct', 'quant']"
lesson,"['achieve', 'cogmech', 'insight']"
let,"['funct', 'verb', 'auxverb']"
let,"['funct', 'pronoun', 'ppron', 'we', 'verb', 'present', 'social']"
lethal,['death']
lets,"['funct', 'pronoun', 'ppron', 'we', 'verb', 'present', 'social']"
letter,['social']
leuke,"['bio', 'health']"
level,"['space', 'relativ']"
levels,"['space', 'relativ']"
liabilit,"['affect', 'negemo', 'cogmech', 'discrep']"
liar,"['affect', 'negemo', 'anger']"
libert,"['affect', 'posemo']"
libid,"['bio', 'sexual']"
librar,['work']
lick,['percept']
lied,"['verb', 'past', 'affect', 'negemo', 'anger']"
lies,"['affect', 'negemo', 'anger']"
life,"['bio', 'health']"
light,['percept']
like,"['affect', 'filler', 'posemo', 'time']"
likeab,"['affect', 'posemo']"
liked,"['verb', 'past', 'affect', 'posemo']"
likel,"['cogmech', 'tentat']"
likes,"['affect', 'posemo']"
liking,"['affect', 'posemo']"
limit,"['cogmech', 'inhib', 'achieve']"
limp,"['percept', 'feel']"
link,"['cogmech', 'insight']"
lip,"['bio', 'body']"
lips,"['bio', 'body']"
liquor,"['bio', 'ingest', 'leisure']"
lira,['money']
listen,"['verb', 'present', 'social', 'percept', 'hear']"
listened,"['verb', 'past', 'social', 'percept', 'hear']"
listener,"['social', 'percept', 'hear']"
listening,"['social', 'percept', 'hear']"
listens,"['verb', 'present', 'social', 'percept', 'hear']"
lit,"['percept', 'see']"
littl,"['space', 'relativ']"
lived,"['verb', 'past']"
livel,"['affect', 'posemo']"
liver,"['bio', 'body']"
living,"['bio', 'health']"
lmao,"['affect', 'posemo']"
loads,"['funct', 'quant']"
loan,['money']
local,"['space', 'relativ']"
loft,['home']
lofts,['home']
logic,"['cogmech', 'insight']"
lol,"['affect', 'posemo', 'assent']"
lone,"['affect', 'negemo', 'sad']"
long,"['time', 'relativ']"
longe,"['time', 'relativ']"
longing,"['affect', 'negemo', 'sad']"
longitud,"['space', 'relativ']"
look,"['verb', 'present', 'percept', 'see']"
looked,"['verb', 'past', 'percept', 'see']"
looker,"['percept', 'see']"
looking,"['percept', 'see']"
looks,"['verb', 'present', 'percept', 'see']"
loose,"['percept', 'feel']"
lord,['relig']
lose,"['affect', 'negemo', 'sad', 'achieve']"
loser,"['affect', 'negemo', 'sad', 'achieve']"
loses,"['affect', 'negemo', 'sad', 'achieve']"
losing,"['affect', 'negemo', 'sad', 'achieve']"
loss,"['affect', 'negemo', 'sad', 'achieve']"
lost,"['verb', 'past', 'affect', 'negemo', 'sad', 'achieve']"
lot,"['funct', 'quant', 'cogmech', 'tentat']"
lotof,"['funct', 'quant', 'cogmech', 'tentat']"
lots,"['funct', 'quant', 'cogmech', 'tentat']"
lotsa,"['funct', 'quant', 'cogmech', 'tentat']"
lotta,"['funct', 'quant', 'cogmech', 'tentat']"
lotter,['money']
loud,"['percept', 'hear']"
lous,"['affect', 'negemo', 'anger']"
love,"['verb', 'present', 'affect', 'posemo', 'bio', 'sexual', 'social']"
loved,"['verb', 'past', 'social', 'affect', 'posemo', 'bio', 'sexual']"
lovely,"['affect', 'posemo']"
lover,"['social', 'friend', 'affect', 'posemo', 'bio', 'sexual']"
loves,"['verb', 'present', 'social', 'affect', 'posemo', 'bio', 'sexual']"
loveseat,['home']
loving,"['social', 'affect', 'posemo']"
low,"['affect', 'negemo', 'sad', 'space', 'relativ']"
loyal,"['affect', 'posemo']"
lozenge,"['bio', 'health']"
lsat,['work']
ltd,['work']
luck,"['affect', 'posemo', 'cogmech', 'tentat']"
lucked,"['affect', 'posemo', 'cogmech', 'tentat']"
lucki,"['affect', 'posemo', 'cogmech', 'tentat']"
luckless,"['affect', 'negemo', 'cogmech', 'tentat']"
lucks,"['affect', 'posemo', 'cogmech', 'tentat']"
lucky,"['affect', 'posemo', 'cogmech', 'tentat']"
ludicrous,"['affect', 'negemo', 'anger']"
lump,"['bio', 'health']"
lunch,"['bio', 'ingest']"
lung,"['bio', 'body']"
lust,"['bio', 'sexual']"
lutheran,['relig']
lying,"['affect', 'negemo', 'anger']"
lymph,"['bio', 'health']"
lynch,['death']
ma,"['social', 'family']"
ma'am,"['social', 'humans']"
ma,"['social', 'family']"
mad,"['affect', 'negemo', 'anger']"
maddening,"['affect', 'negemo', 'anger']"
madder,"['affect', 'negemo', 'anger']"
maddest,"['affect', 'negemo', 'anger']"
made,"['verb', 'past', 'cogmech', 'cause']"
madly,"['affect', 'posemo']"
magazine,['leisure']
magnific,"['affect', 'posemo']"
maid,['home']
mail,['social']
mailbox,['home']
mailed,['social']
mailer,['social']
mailing,['social']
mailroom,['work']
mails,['social']
main,"['funct', 'quant']"
mainly,"['cogmech', 'tentat']"
major,['quant']
majoring,['work']
majority,"['funct', 'quant']"
majors,['work']
make,"['verb', 'present', 'cause', 'cogmech']"
makeout,"['bio', 'sexual']"
maker,"['cogmech', 'cause']"
makes,"['verb', 'present', 'cogmech', 'cause']"
making,"['cogmech', 'cause']"
male,"['social', 'humans']"
male,"['social', 'humans']"
males,"['social', 'humans']"
mall,['leisure']
malls,['leisure']
mam,"['social', 'humans']"
mammogram,"['bio', 'health']"
man,"['social', 'humans']"
man,"['social', 'humans']"
manag,['work']
maniac,"['affect', 'negemo', 'anger']"
manicdep,"['bio', 'health']"
manipul,"['cogmech', 'cause']"
manslaughter,['death']
manufact,['work']
many,"['funct', 'quant']"
map,"['space', 'relativ']"
mapped,"['space', 'relativ']"
mapping,"['space', 'relativ']"
maps,"['space', 'relativ']"
marathon,['leisure']
march,"['time', 'relativ']"
margarita,['leisure']
marginal,"['cogmech', 'tentat']"
market,['work']
marriag,['social']
marrie,"['social', 'family']"
martini,['leisure']
masochis,"['affect', 'negemo']"
mass,"['space', 'relativ']"
massacre,['death']
master,['achieve']
mastercard,['money']
mastered,['achieve']
masterful,['achieve']
mastering,['achieve']
mastermind,['achieve']
masters,"['achieve', 'work']"
mastery,['achieve']
mate,"['social', 'friend']"
mate,"['social', 'friend']"
mates,"['social', 'friend']"
math,['work']
mating,['social']
matter,['cogmech']
mattress,['home']
mausoleum,['death']
may,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'tentat']"
maybe,"['funct', 'adverb', 'cogmech', 'tentat']"
mcat,['work']
mda,['work']
me,"['funct', 'pronoun', 'ppron', 'i']"
meal,"['bio', 'ingest']"
mean,"['verb', 'present', 'cogmech', 'insight']"
meaning,"['cogmech', 'insight']"
means,"['verb', 'present', 'cogmech', 'insight']"
meant,"['verb', 'past', 'cogmech', 'insight']"
meantime,"['time', 'relativ']"
meanwhile,"['time', 'relativ']"
mecca,['relig']
medal,['achieve']
medic,"['bio', 'health']"
mediocr,['achieve']
meditat,"['leisure', 'relig']"
meet,['social']
meeting,"['social', 'work']"
meets,['social']
melanchol,"['affect', 'negemo', 'sad']"
members,"['social', 'humans']"
memo,['work']
memor,"['cogmech', 'insight']"
memos,['work']
men,"['social', 'humans']"
men,"['social', 'humans']"
menial,['work']
mention,['social']
mentor,['work']
merchant,['money']
mercif,['relig']
mercy,['relig']
merger,['work']
merit,"['affect', 'posemo']"
merr,"['affect', 'posemo']"
mess,"['affect', 'negemo']"
messag,['social']
messy,"['affect', 'negemo']"
met,"['verb', 'past', 'social']"
meter,"['space', 'relativ']"
methodis,['relig']
metre,"['space', 'relativ']"
mfg,['work']
mfr,['work']
mgmt,['work']
mgr,['work']
microwave,['home']
mid,"['space', 'relativ']"
middl,"['space', 'relativ']"
midterm,['work']
might,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'tentat']"
might,"['verb', 'funct', 'auxverb', 'cogmech', 'tentat']"
mightve,"['verb', 'funct', 'auxverb', 'cogmech', 'tentat']"
migrain,"['bio', 'health']"
mile,"['space', 'relativ']"
milk,"['bio', 'ingest']"
million,"['funct', 'number']"
min,"['time', 'relativ']"
mind,['cogmech']
